TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 208413915.52686 208413917.14738 208413918.7679 0.0 0.0 502.10813418944673 0.0 0.0 0.0
2.0 208413918.7679 208413920.38842 208413922.00893998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
3.0 208413922.00894 208413923.62946 208413925.24998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
4.0 208413925.24998 208413926.8705 208413928.49102 0.0 0.0 502.10813418944673 0.0 0.0 0.0
5.0 208413928.49102 208413930.11154 208413931.73206 0.0 0.0 502.10813418944673 0.0 0.0 0.0
6.0 208413931.73206 208413933.35257998 208413934.97309998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
7.0 208413934.9731 208413936.59362 208413938.21414 0.0 0.0 502.10813418944673 0.0 0.0 0.0
8.0 208413938.21414 208413939.83466 208413941.45518 0.0 0.0 502.10813418944673 0.0 0.0 0.0
9.0 208413941.45518 208413943.07569999 208413944.69621998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
10.0 208413944.69622 208413946.31674 208413947.93726 0.0 0.0 502.10813418944673 0.0 0.0 0.0
11.0 208413947.93726 208413949.55778 208413951.1783 0.0 0.0 502.10813418944673 0.0 0.0 0.0
12.0 208413951.1783 208413952.79882 208413954.41933998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
13.0 208413954.41933998 208413956.03985998 208413957.66037998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
14.0 208413957.66038 208413959.2809 208413960.90142 0.0 0.0 502.10813418944673 0.0 0.0 0.0
15.0 208413960.90142 208413962.52194 208413964.14246 0.0 0.0 502.10813418944673 0.0 0.0 0.0
16.0 208413964.14246 208413965.76297998 208413967.38349998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
17.0 208413967.3835 208413969.00402 208413970.62454 0.0 0.0 502.10813418944673 0.0 0.0 0.0
18.0 208413970.62454 208413972.24506 208413973.86558 0.0 0.0 502.10813418944673 0.0 0.0 0.0
19.0 208413973.86558 208413975.4861 208413977.10661998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
20.0 208413977.10661998 208413978.72713998 208413980.34765998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
21.0 208413980.34766 208413981.96818 208413983.5887 0.0 0.0 502.10813418944673 0.0 0.0 0.0
22.0 208413983.5887 208413985.20922 208413986.82974 0.0 0.0 502.10813418944673 0.0 0.0 0.0
23.0 208413986.82974 208413988.45025998 208413990.07077998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
24.0 208413990.07078 208413991.6913 208413993.31182 0.0 0.0 502.10813418944673 0.0 0.0 0.0
25.0 208413993.31182 208413994.93234 208413996.55286 0.0 0.0 502.10813418944673 0.0 0.0 0.0
26.0 208413996.55286 208413998.17338 208413999.79389998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
27.0 208413999.7939 208414001.41442 208414003.03494 0.0 0.0 502.10813418944673 0.0 0.0 0.0
28.0 208414003.03494 208414004.65546 208414006.27598 0.0 0.0 502.10813418944673 0.0 0.0 0.0
29.0 208414006.27598 208414007.8965 208414009.51702 0.0 0.0 502.10813418944673 0.0 0.0 0.0
30.0 208414009.51702 208414011.13753998 208414012.75805998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
31.0 208414012.75806 208414014.37858 208414015.9991 0.0 0.0 502.10813418944673 0.0 0.0 0.0
32.0 208414015.9991 208414017.61962 208414019.24014 0.0 0.0 502.10813418944673 0.0 0.0 0.0
33.0 208414019.24014 208414020.86066 208414022.48117998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
34.0 208414022.48118 208414024.1017 208414025.72222 0.0 0.0 502.10813418944673 0.0 0.0 0.0
35.0 208414025.72222 208414027.34274 208414028.96326 0.0 0.0 502.10813418944673 0.0 0.0 0.0
36.0 208414028.96326 208414030.58378 208414032.2043 0.0 0.0 502.10813418944673 0.0 0.0 0.0
37.0 208414032.2043 208414033.82481998 208414035.44533998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
38.0 208414035.44534 208414037.06586 208414038.68638 0.0 0.0 502.10813418944673 0.0 0.0 0.0
39.0 208414038.68638 208414040.3069 208414041.92742 0.0 0.0 502.10813418944673 0.0 0.0 0.0
40.0 208414041.92742 208414043.54794 208414045.16845998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
41.0 208414045.16846 208414046.78898 208414048.4095 0.0 0.0 502.10813418944673 0.0 0.0 0.0
42.0 208414048.4095 208414050.03002 208414051.65054 0.0 0.0 502.10813418944673 0.0 0.0 0.0
43.0 208414051.65054 208414053.27106 208414054.89158 0.0 0.0 502.10813418944673 0.0 0.0 0.0
44.0 208414054.89158 208414056.51209998 208414058.13261998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
45.0 208414058.13262 208414059.75314 208414061.37366 0.0 0.0 502.10813418944673 0.0 0.0 0.0
46.0 208414061.37366 208414062.99418 208414064.6147 0.0 0.0 502.10813418944673 0.0 0.0 0.0
47.0 208414064.6147 208414066.23522 208414067.85573998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
48.0 208414067.85574 208414069.47626 208414071.09678 0.0 0.0 502.10813418944673 0.0 0.0 0.0
49.0 208414071.09678 208414072.7173 208414074.33782 0.0 0.0 502.10813418944673 0.0 0.0 0.0
50.0 208414074.33782 208414075.95834 208414077.57885998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
51.0 208414077.57885998 208414079.19937998 208414080.81989998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
52.0 208414080.8199 208414082.44042 208414084.06094 0.0 0.0 502.10813418944673 0.0 0.0 0.0
53.0 208414084.06094 208414085.68146 208414087.30198 0.0 0.0 502.10813418944673 0.0 0.0 0.0
54.0 208414087.30198 208414088.92249998 208414090.54301998 0.0 0.0 502.10813418944673 0.0 0.0 0.0
