TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 209618782.06796 209618783.68848 209618785.309 0.0 0.0 500.6562393264288 0.0 0.0 0.0
2.0 209618785.309 209618786.92951998 209618788.55003998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
3.0 209618788.55004 209618790.17056 209618791.79108 0.0 0.0 500.6562393264288 0.0 0.0 0.0
4.0 209618791.79108 209618793.4116 209618795.03212 0.0 0.0 500.6562393264288 0.0 0.0 0.0
5.0 209618795.03212 209618796.65263999 209618798.27315998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
6.0 209618798.27315998 209618799.89367998 209618801.51419997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
7.0 209618801.5142 209618803.13472 209618804.75524 0.0 0.0 500.6562393264288 0.0 0.0 0.0
8.0 209618804.75524 209618806.37576 209618807.99627998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
9.0 209618807.99627998 209618809.61679998 209618811.23731998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
10.0 209618811.23732 209618812.85784 209618814.47836 0.0 0.0 500.6562393264288 0.0 0.0 0.0
11.0 209618814.47836 209618816.09888 209618817.7194 0.0 0.0 500.6562393264288 0.0 0.0 0.0
12.0 209618817.7194 209618819.33991998 209618820.96043998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
13.0 209618820.96043998 209618822.58095998 209618824.20147997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
14.0 209618824.20148 209618825.822 209618827.44252 0.0 0.0 500.6562393264288 0.0 0.0 0.0
15.0 209618827.44252 209618829.06304 209618830.68355998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
16.0 209618830.68355998 209618832.30407998 209618833.92459998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
17.0 209618833.9246 209618835.54512 209618837.16564 0.0 0.0 500.6562393264288 0.0 0.0 0.0
18.0 209618837.16564 209618838.78616 209618840.40668 0.0 0.0 500.6562393264288 0.0 0.0 0.0
19.0 209618840.40668 209618842.02719998 209618843.64771998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
20.0 209618843.64771998 209618845.26823997 209618846.88875997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
21.0 209618846.88876 209618848.50928 209618850.1298 0.0 0.0 500.6562393264288 0.0 0.0 0.0
22.0 209618850.1298 209618851.75032 209618853.37083998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
23.0 209618853.37083998 209618854.99135998 209618856.61187997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
24.0 209618856.61188 209618858.2324 209618859.85292 0.0 0.0 500.6562393264288 0.0 0.0 0.0
25.0 209618859.85292 209618861.47344 209618863.09396 0.0 0.0 500.6562393264288 0.0 0.0 0.0
26.0 209618863.09396 209618864.71447998 209618866.33499998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
27.0 209618866.335 209618867.95552 209618869.57604 0.0 0.0 500.6562393264288 0.0 0.0 0.0
28.0 209618869.57604 209618871.19656 209618872.81708 0.0 0.0 500.6562393264288 0.0 0.0 0.0
29.0 209618872.81708 209618874.4376 209618876.05811998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
30.0 209618876.05811998 209618877.67863998 209618879.29915997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
31.0 209618879.29916 209618880.91968 209618882.5402 0.0 0.0 500.6562393264288 0.0 0.0 0.0
32.0 209618882.5402 209618884.16072 209618885.78124 0.0 0.0 500.6562393264288 0.0 0.0 0.0
33.0 209618885.78124 209618887.40175998 209618889.02227998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
34.0 209618889.02228 209618890.6428 209618892.26332 0.0 0.0 500.6562393264288 0.0 0.0 0.0
35.0 209618892.26332 209618893.88384 209618895.50436 0.0 0.0 500.6562393264288 0.0 0.0 0.0
36.0 209618895.50436 209618897.12488 209618898.74539998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
37.0 209618898.74539998 209618900.36591998 209618901.98643997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
38.0 209618901.98644 209618903.60696 209618905.22748 0.0 0.0 500.6562393264288 0.0 0.0 0.0
39.0 209618905.22748 209618906.848 209618908.46852 0.0 0.0 500.6562393264288 0.0 0.0 0.0
40.0 209618908.46852 209618910.08903998 209618911.70955998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
41.0 209618911.70956 209618913.33008 209618914.9506 0.0 0.0 500.6562393264288 0.0 0.0 0.0
42.0 209618914.9506 209618916.57112 209618918.19164 0.0 0.0 500.6562393264288 0.0 0.0 0.0
43.0 209618918.19164 209618919.81216 209618921.43267998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
44.0 209618921.43267998 209618923.05319998 209618924.67371997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
45.0 209618924.67372 209618926.29424 209618927.91476 0.0 0.0 500.6562393264288 0.0 0.0 0.0
46.0 209618927.91476 209618929.53528 209618931.15579998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
47.0 209618931.15579998 209618932.77631998 209618934.39683998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
48.0 209618934.39684 209618936.01736 209618937.63788 0.0 0.0 500.6562393264288 0.0 0.0 0.0
49.0 209618937.63788 209618939.2584 209618940.87892 0.0 0.0 500.6562393264288 0.0 0.0 0.0
50.0 209618940.87892 209618942.49943998 209618944.11995998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
51.0 209618944.11995998 209618945.74047998 209618947.36099997 0.0 0.0 500.6562393264288 0.0 0.0 0.0
52.0 209618947.361 209618948.98152 209618950.60204 0.0 0.0 500.6562393264288 0.0 0.0 0.0
53.0 209618950.60204 209618952.22256 209618953.84307998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
54.0 209618953.84307998 209618955.46359998 209618957.08411998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
55.0 209618957.08412 209618958.70464 209618960.32516 0.0 0.0 500.6562393264288 0.0 0.0 0.0
56.0 209618960.32516 209618961.94568 209618963.5662 0.0 0.0 500.6562393264288 0.0 0.0 0.0
57.0 209618963.5662 209618965.18671998 209618966.80723998 0.0 0.0 500.6562393264288 0.0 0.0 0.0
