TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 378020527.3153 378020528.93582 378020530.55634 0.0 0.0 437.8868678867839 0.0 0.0 0.0
2.0 378020530.55634 378020532.17686 378020533.79738 0.0 0.0 437.8868678867839 0.0 0.0 0.0
3.0 378020533.79738 378020535.41789997 378020537.03841996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
4.0 378020537.03841996 378020538.65893996 378020540.27945995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
5.0 378020540.27946 378020541.89998 378020543.5205 0.0 0.0 437.8868678867839 0.0 0.0 0.0
6.0 378020543.5205 378020545.14102 378020546.76154 0.0 0.0 437.8868678867839 0.0 0.0 0.0
7.0 378020546.76154 378020548.38206 378020550.00258 0.0 0.0 437.8868678867839 0.0 0.0 0.0
8.0 378020550.00258 378020551.6231 378020553.24362 0.0 0.0 437.8868678867839 0.0 0.0 0.0
9.0 378020553.24362 378020554.86414 378020556.48465997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
10.0 378020556.48465997 378020558.10517997 378020559.72569996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
11.0 378020559.72569996 378020561.34621996 378020562.96673995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
12.0 378020562.96674 378020564.58726 378020566.20778 0.0 0.0 437.8868678867839 0.0 0.0 0.0
13.0 378020566.20778 378020567.8283 378020569.44882 0.0 0.0 437.8868678867839 0.0 0.0 0.0
14.0 378020569.44882 378020571.06934 378020572.68986 0.0 0.0 437.8868678867839 0.0 0.0 0.0
15.0 378020572.68986 378020574.31038 378020575.9309 0.0 0.0 437.8868678867839 0.0 0.0 0.0
16.0 378020575.9309 378020577.55142 378020579.17193997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
17.0 378020579.17193997 378020580.79245996 378020582.41297996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
18.0 378020582.41297996 378020584.03349996 378020585.65401995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
19.0 378020585.65402 378020587.27454 378020588.89506 0.0 0.0 437.8868678867839 0.0 0.0 0.0
20.0 378020588.89506 378020590.51558 378020592.1361 0.0 0.0 437.8868678867839 0.0 0.0 0.0
21.0 378020592.1361 378020593.75662 378020595.37714 0.0 0.0 437.8868678867839 0.0 0.0 0.0
22.0 378020595.37714 378020596.99766 378020598.61818 0.0 0.0 437.8868678867839 0.0 0.0 0.0
23.0 378020598.61818 378020600.2387 378020601.85921997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
24.0 378020601.85921997 378020603.47973996 378020605.10025996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
25.0 378020605.10025996 378020606.72077996 378020608.34129995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
26.0 378020608.3413 378020609.96182 378020611.58234 0.0 0.0 437.8868678867839 0.0 0.0 0.0
27.0 378020611.58234 378020613.20286 378020614.82338 0.0 0.0 437.8868678867839 0.0 0.0 0.0
28.0 378020614.82338 378020616.4439 378020618.06442 0.0 0.0 437.8868678867839 0.0 0.0 0.0
29.0 378020618.06442 378020619.68494 378020621.30546 0.0 0.0 437.8868678867839 0.0 0.0 0.0
30.0 378020621.30546 378020622.92598 378020624.54649997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
31.0 378020624.54649997 378020626.16701996 378020627.78753996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
32.0 378020627.78753996 378020629.40805995 378020631.02857995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
33.0 378020631.02858 378020632.6491 378020634.26962 0.0 0.0 437.8868678867839 0.0 0.0 0.0
34.0 378020634.26962 378020635.89014 378020637.51066 0.0 0.0 437.8868678867839 0.0 0.0 0.0
35.0 378020637.51066 378020639.13118 378020640.7517 0.0 0.0 437.8868678867839 0.0 0.0 0.0
36.0 378020640.7517 378020642.37222 378020643.99274 0.0 0.0 437.8868678867839 0.0 0.0 0.0
37.0 378020643.99274 378020645.61326 378020647.23377997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
38.0 378020647.23377997 378020648.85429996 378020650.47481996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
39.0 378020650.47481996 378020652.09533995 378020653.71585995 0.0 0.0 437.8868678867839 0.0 0.0 0.0
40.0 378020653.71586 378020655.33638 378020656.9569 0.0 0.0 437.8868678867839 0.0 0.0 0.0
41.0 378020656.9569 378020658.57742 378020660.19794 0.0 0.0 437.8868678867839 0.0 0.0 0.0
42.0 378020660.19794 378020661.81846 378020663.43898 0.0 0.0 437.8868678867839 0.0 0.0 0.0
43.0 378020663.43898 378020665.0595 378020666.68002 0.0 0.0 437.8868678867839 0.0 0.0 0.0
44.0 378020666.68002 378020668.30054 378020669.92105997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
45.0 378020669.92105997 378020671.54157996 378020673.16209996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
46.0 378020673.1621 378020674.78262 378020676.40314 0.0 0.0 437.8868678867839 0.0 0.0 0.0
47.0 378020676.40314 378020678.02366 378020679.64418 0.0 0.0 437.8868678867839 0.0 0.0 0.0
48.0 378020679.64418 378020681.2647 378020682.88522 0.0 0.0 437.8868678867839 0.0 0.0 0.0
49.0 378020682.88522 378020684.50574 378020686.12626 0.0 0.0 437.8868678867839 0.0 0.0 0.0
50.0 378020686.12626 378020687.74678 378020689.3673 0.0 0.0 437.8868678867839 0.0 0.0 0.0
51.0 378020689.3673 378020690.98781997 378020692.60833997 0.0 0.0 437.8868678867839 0.0 0.0 0.0
52.0 378020692.60833997 378020694.22885996 378020695.84937996 0.0 0.0 437.8868678867839 0.0 0.0 0.0
53.0 378020695.84938 378020697.4699 378020699.09042 0.0 0.0 437.8868678867839 0.0 0.0 0.0
54.0 378020699.09042 378020700.71094 378020702.33146 0.0 0.0 437.8868678867839 0.0 0.0 0.0
