TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 239047415.41064 239047417.03116 239047418.65168 0.0 0.0 747.5419233306917 0.0 0.0 0.0
2.0 239047418.65168 239047420.2722 239047421.89271998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
3.0 239047421.89272 239047423.51324 239047425.13376 0.0 0.0 747.5419233306917 0.0 0.0 0.0
4.0 239047425.13376 239047426.75428 239047428.3748 0.0 0.0 747.5419233306917 0.0 0.0 0.0
5.0 239047428.3748 239047429.99532 239047431.61584 0.0 0.0 747.5419233306917 0.0 0.0 0.0
6.0 239047431.61584 239047433.23635998 239047434.85687998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
7.0 239047434.85688 239047436.4774 239047438.09792 0.0 0.0 747.5419233306917 0.0 0.0 0.0
8.0 239047438.09792 239047439.71844 239047441.33896 0.0 0.0 747.5419233306917 0.0 0.0 0.0
9.0 239047441.33896 239047442.95948 239047444.57999998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
10.0 239047444.58 239047446.20052 239047447.82104 0.0 0.0 747.5419233306917 0.0 0.0 0.0
11.0 239047447.82104 239047449.44156 239047451.06208 0.0 0.0 747.5419233306917 0.0 0.0 0.0
12.0 239047451.06208 239047452.6826 239047454.30312 0.0 0.0 747.5419233306917 0.0 0.0 0.0
13.0 239047454.30312 239047455.92363998 239047457.54415998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
14.0 239047457.54416 239047459.16468 239047460.7852 0.0 0.0 747.5419233306917 0.0 0.0 0.0
15.0 239047460.7852 239047462.40572 239047464.02624 0.0 0.0 747.5419233306917 0.0 0.0 0.0
16.0 239047464.02624 239047465.64676 239047467.26727998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
17.0 239047467.26728 239047468.8878 239047470.50832 0.0 0.0 747.5419233306917 0.0 0.0 0.0
18.0 239047470.50832 239047472.12884 239047473.74936 0.0 0.0 747.5419233306917 0.0 0.0 0.0
19.0 239047473.74936 239047475.36988 239047476.9904 0.0 0.0 747.5419233306917 0.0 0.0 0.0
20.0 239047476.9904 239047478.61091998 239047480.23143998 0.0 0.0 747.5419233306917 0.0 0.0 0.0
