TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 138333118.37689 138333119.99741 138333121.61793 0.0 0.0 760.9757339211827 0.0 0.0 0.0
2.0 138333121.61793 138333123.23845 138333124.85897 0.0 0.0 760.9757339211827 0.0 0.0 0.0
3.0 138333124.85897002 138333126.47949 138333128.10001 0.0 0.0 760.9757339211827 0.0 0.0 0.0
4.0 138333128.10001 138333129.72053 138333131.34105 0.0 0.0 760.9757339211827 0.0 0.0 0.0
5.0 138333131.34105 138333132.96157 138333134.58209 0.0 0.0 760.9757339211827 0.0 0.0 0.0
6.0 138333134.58209 138333136.20261 138333137.82312998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
7.0 138333137.82313 138333139.44365 138333141.06417 0.0 0.0 760.9757339211827 0.0 0.0 0.0
8.0 138333141.06417 138333142.68469 138333144.30521 0.0 0.0 760.9757339211827 0.0 0.0 0.0
9.0 138333144.30521 138333145.92573 138333147.54625 0.0 0.0 760.9757339211827 0.0 0.0 0.0
10.0 138333147.54625002 138333149.16677 138333150.78729 0.0 0.0 760.9757339211827 0.0 0.0 0.0
11.0 138333150.78729 138333152.40781 138333154.02833 0.0 0.0 760.9757339211827 0.0 0.0 0.0
12.0 138333154.02833 138333155.64885 138333157.26937 0.0 0.0 760.9757339211827 0.0 0.0 0.0
13.0 138333157.26937 138333158.88989 138333160.51040998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
14.0 138333160.51041 138333162.13093 138333163.75145 0.0 0.0 760.9757339211827 0.0 0.0 0.0
15.0 138333163.75145 138333165.37197 138333166.99249 0.0 0.0 760.9757339211827 0.0 0.0 0.0
16.0 138333166.99249 138333168.61301 138333170.23352998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
17.0 138333170.23353 138333171.85405 138333173.47457 0.0 0.0 760.9757339211827 0.0 0.0 0.0
18.0 138333173.47457 138333175.09509 138333176.71561 0.0 0.0 760.9757339211827 0.0 0.0 0.0
19.0 138333176.71561 138333178.33613 138333179.95665 0.0 0.0 760.9757339211827 0.0 0.0 0.0
20.0 138333179.95665 138333181.57716998 138333183.19768998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
21.0 138333183.19769 138333184.81821 138333186.43873 0.0 0.0 760.9757339211827 0.0 0.0 0.0
22.0 138333186.43873 138333188.05925 138333189.67977 0.0 0.0 760.9757339211827 0.0 0.0 0.0
23.0 138333189.67977 138333191.30029 138333192.92080998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
24.0 138333192.92081 138333194.54133 138333196.16185 0.0 0.0 760.9757339211827 0.0 0.0 0.0
25.0 138333196.16185 138333197.78237 138333199.40289 0.0 0.0 760.9757339211827 0.0 0.0 0.0
26.0 138333199.40289 138333201.02341 138333202.64393 0.0 0.0 760.9757339211827 0.0 0.0 0.0
27.0 138333202.64393002 138333204.26445 138333205.88497 0.0 0.0 760.9757339211827 0.0 0.0 0.0
28.0 138333205.88497 138333207.50549 138333209.12601 0.0 0.0 760.9757339211827 0.0 0.0 0.0
29.0 138333209.12601 138333210.74653 138333212.36705 0.0 0.0 760.9757339211827 0.0 0.0 0.0
30.0 138333212.36705 138333213.98757 138333215.60808998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
31.0 138333215.60809 138333217.22861 138333218.84913 0.0 0.0 760.9757339211827 0.0 0.0 0.0
32.0 138333218.84913 138333220.46965 138333222.09017 0.0 0.0 760.9757339211827 0.0 0.0 0.0
33.0 138333222.09017 138333223.71069 138333225.33121 0.0 0.0 760.9757339211827 0.0 0.0 0.0
34.0 138333225.33121002 138333226.95173 138333228.57225 0.0 0.0 760.9757339211827 0.0 0.0 0.0
35.0 138333228.57225 138333230.19277 138333231.81329 0.0 0.0 760.9757339211827 0.0 0.0 0.0
36.0 138333231.81329 138333233.43381 138333235.05433 0.0 0.0 760.9757339211827 0.0 0.0 0.0
37.0 138333235.05433 138333236.67485 138333238.29536998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
38.0 138333238.29537 138333239.91589 138333241.53641 0.0 0.0 760.9757339211827 0.0 0.0 0.0
39.0 138333241.53641 138333243.15693 138333244.77745 0.0 0.0 760.9757339211827 0.0 0.0 0.0
40.0 138333244.77745 138333246.39797 138333248.01849 0.0 0.0 760.9757339211827 0.0 0.0 0.0
41.0 138333248.01849002 138333249.63901 138333251.25953 0.0 0.0 760.9757339211827 0.0 0.0 0.0
42.0 138333251.25953 138333252.88005 138333254.50057 0.0 0.0 760.9757339211827 0.0 0.0 0.0
43.0 138333254.50057 138333256.12109 138333257.74161 0.0 0.0 760.9757339211827 0.0 0.0 0.0
44.0 138333257.74161 138333259.36213 138333260.98264998 0.0 0.0 760.9757339211827 0.0 0.0 0.0
45.0 138333260.98265 138333262.60317 138333264.22369 0.0 0.0 760.9757339211827 0.0 0.0 0.0
46.0 138333264.22369 138333265.84421 138333267.46473 0.0 0.0 760.9757339211827 0.0 0.0 0.0
47.0 138333267.46473 138333269.08525 138333270.70577 0.0 0.0 760.9757339211827 0.0 0.0 0.0
