TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 237268367.92921 237268369.54973 237268371.17025 0.0 0.0 423.4061544134672 0.0 0.0 0.0
2.0 237268371.17025 237268372.79077 237268374.41129 0.0 0.0 423.4061544134672 0.0 0.0 0.0
3.0 237268374.41129002 237268376.03181002 237268377.65233 0.0 0.0 423.4061544134672 0.0 0.0 0.0
4.0 237268377.65233 237268379.27285 237268380.89337 0.0 0.0 423.4061544134672 0.0 0.0 0.0
5.0 237268380.89337 237268382.51389 237268384.13441 0.0 0.0 423.4061544134672 0.0 0.0 0.0
6.0 237268384.13441 237268385.75493 237268387.37545 0.0 0.0 423.4061544134672 0.0 0.0 0.0
7.0 237268387.37545002 237268388.99597 237268390.61649 0.0 0.0 423.4061544134672 0.0 0.0 0.0
8.0 237268390.61649 237268392.23701 237268393.85753 0.0 0.0 423.4061544134672 0.0 0.0 0.0
9.0 237268393.85753 237268395.47805 237268397.09857 0.0 0.0 423.4061544134672 0.0 0.0 0.0
10.0 237268397.09857002 237268398.71909 237268400.33961 0.0 0.0 423.4061544134672 0.0 0.0 0.0
11.0 237268400.33961 237268401.96013 237268403.58065 0.0 0.0 423.4061544134672 0.0 0.0 0.0
12.0 237268403.58065 237268405.20117 237268406.82169 0.0 0.0 423.4061544134672 0.0 0.0 0.0
13.0 237268406.82169 237268408.44221 237268410.06272998 0.0 0.0 423.4061544134672 0.0 0.0 0.0
14.0 237268410.06273 237268411.68325 237268413.30377 0.0 0.0 423.4061544134672 0.0 0.0 0.0
15.0 237268413.30377 237268414.92429 237268416.54481 0.0 0.0 423.4061544134672 0.0 0.0 0.0
16.0 237268416.54481 237268418.16533 237268419.78585 0.0 0.0 423.4061544134672 0.0 0.0 0.0
17.0 237268419.78585002 237268421.40637 237268423.02689 0.0 0.0 423.4061544134672 0.0 0.0 0.0
18.0 237268423.02689 237268424.64741 237268426.26793 0.0 0.0 423.4061544134672 0.0 0.0 0.0
19.0 237268426.26793 237268427.88845 237268429.50897 0.0 0.0 423.4061544134672 0.0 0.0 0.0
20.0 237268429.50897 237268431.12949 237268432.75000998 0.0 0.0 423.4061544134672 0.0 0.0 0.0
21.0 237268432.75001 237268434.37053 237268435.99105 0.0 0.0 423.4061544134672 0.0 0.0 0.0
22.0 237268435.99105 237268437.61157 237268439.23209 0.0 0.0 423.4061544134672 0.0 0.0 0.0
23.0 237268439.23209 237268440.85261 237268442.47313 0.0 0.0 423.4061544134672 0.0 0.0 0.0
24.0 237268442.47313002 237268444.09365 237268445.71417 0.0 0.0 423.4061544134672 0.0 0.0 0.0
25.0 237268445.71417 237268447.33469 237268448.95521 0.0 0.0 423.4061544134672 0.0 0.0 0.0
26.0 237268448.95521 237268450.57573 237268452.19625 0.0 0.0 423.4061544134672 0.0 0.0 0.0
27.0 237268452.19625002 237268453.81677002 237268455.43729 0.0 0.0 423.4061544134672 0.0 0.0 0.0
28.0 237268455.43729 237268457.05781 237268458.67833 0.0 0.0 423.4061544134672 0.0 0.0 0.0
29.0 237268458.67833 237268460.29885 237268461.91937 0.0 0.0 423.4061544134672 0.0 0.0 0.0
30.0 237268461.91937 237268463.53989 237268465.16041 0.0 0.0 423.4061544134672 0.0 0.0 0.0
31.0 237268465.16041002 237268466.78093 237268468.40145 0.0 0.0 423.4061544134672 0.0 0.0 0.0
32.0 237268468.40145 237268470.02197 237268471.64249 0.0 0.0 423.4061544134672 0.0 0.0 0.0
33.0 237268471.64249 237268473.26301 237268474.88353 0.0 0.0 423.4061544134672 0.0 0.0 0.0
34.0 237268474.88353002 237268476.50405002 237268478.12457 0.0 0.0 423.4061544134672 0.0 0.0 0.0
35.0 237268478.12457 237268479.74509 237268481.36561 0.0 0.0 423.4061544134672 0.0 0.0 0.0
36.0 237268481.36561 237268482.98613 237268484.60665 0.0 0.0 423.4061544134672 0.0 0.0 0.0
37.0 237268484.60665 237268486.22717 237268487.84769 0.0 0.0 423.4061544134672 0.0 0.0 0.0
